fold,run_id,route,duration_s,model_err_m,baseline_err_m,oracle_err_m,model_drift_pct
2,S-S4#1,S/S4,30.0,79.981,37.356,4.931,14.902
2,S-S4#1,S/S4,30.0,89.427,62.132,10.222,15.996
2,S-S4#1,S/S4,30.0,115.494,164.441,21.278,20.213
2,S-S4#1,S/S4,30.0,121.927,211.496,21.027,22.036
2,S-S4#1,S/S4,30.0,114.578,127.02,15.706,20.949
2,S-S4#1,S/S4,30.0,105.091,144.354,20.852,19.294
2,S-S4#1,S/S4,30.0,83.459,177.519,24.645,16.883
2,S-S4#1,S/S4,30.0,30.189,197.487,17.751,7.419
2,S-S4#1,S/S4,30.0,32.215,110.376,26.179,8.519
2,S-S4#1,S/S4,30.0,79.919,363.986,24.805,18.879
2,S-S4#1,S/S4,30.0,96.048,191.196,28.752,19.53
2,S-S4#1,S/S4,30.0,114.813,170.8,31.159,21.95
2,S-S4#1,S/S4,30.0,149.023,96.302,31.625,27.107
2,S-S4#1,S/S4,30.0,131.947,77.875,25.781,23.691
2,S-S4#1,S/S4,30.0,69.273,113.153,18.627,13.546
2,S-S4#1,S/S4,30.0,7.756,200.27,13.635,2.197
2,S-S4#1,S/S4,30.0,40.63,352.914,4.794,22.904
2,S-S4#1,S/S4,30.0,21.131,203.468,1.849,60.31
2,S-S4#1,S/S4,30.0,0.96,0.932,1.02,60.287
2,S-S4#1,S/S4,30.0,23.928,69.413,11.696,34.537
2,S-S4#1,S/S4,30.0,43.781,211.99,30.636,20.743
2,S-S4#1,S/S4,30.0,100.786,317.7,63.02,27.349
2,S-S4#1,S/S4,30.0,86.388,69.188,1.506,18.722
2,S-S4#1,S/S4,30.0,43.22,10.792,8.853,8.973
2,S-S4#1,S/S4,30.0,55.69,106.425,6.212,11.331
2,S-S4#1,S/S4,30.0,108.384,147.991,8.125,21.383
2,S-S4#1,S/S4,30.0,118.328,44.587,13.429,22.994
2,S-S4#1,S/S4,30.0,134.249,252.524,30.616,25.82
2,S-S4#1,S/S4,30.0,94.843,249.403,29.401,20.3
2,S-S4#1,S/S4,30.0,73.945,135.179,30.32,17.578
2,S-S4#1,S/S4,30.0,71.237,57.045,33.591,15.587
2,S-S4#1,S/S4,30.0,139.052,609.637,28.957,24.74
2,S-S4#1,S/S4,30.0,120.293,122.611,32.041,17.519
2,S-S4#1,S/S4,30.0,139.062,87.369,39.97,19.115
2,S-S4#1,S/S4,30.0,156.747,97.095,46.474,21.018
2,S-S4#1,S/S4,30.0,147.246,112.712,43.032,19.659
2,S-S4#1,S/S4,30.0,118.794,51.937,40.078,15.827
2,S-S4#1,S/S4,30.0,111.612,27.162,42.199,15.076
2,S-S4#1,S/S4,30.0,131.589,60.681,38.528,18.304
2,S-S4#1,S/S4,30.0,165.911,223.064,45.352,23.704
2,S-S4#1,S/S4,30.0,248.488,422.463,59.325,34.044
2,S-S4#1,S/S4,30.0,208.328,197.285,56.598,28.358
2,S-S4#1,S/S4,30.0,198.355,360.326,35.287,27.114
2,S-S4#1,S/S4,30.0,200.679,689.048,20.765,29.002
2,S-S4#1,S/S4,30.0,177.328,246.12,23.56,26.848
2,S-S4#1,S/S4,30.0,140.76,648.769,43.742,21.594
2,S-S4#1,S/S4,30.0,250.508,708.163,116.702,37.226
2,S-S4#1,S/S4,30.0,257.546,116.071,48.554,35.483
2,S-S4#1,S/S4,30.0,257.089,530.568,28.171,33.089
2,S-S4#1,S/S4,30.0,251.512,248.655,38.451,32.034
2,S-S4#1,S/S4,30.0,307.315,183.151,60.229,38.163
2,S-S4#1,S/S4,30.0,314.697,342.426,71.49,38.115
2,S-S4#1,S/S4,30.0,302.273,160.826,58.08,36.191
2,S-S4#1,S/S4,30.0,256.456,88.698,51.866,31.384
2,S-S4#1,S/S4,30.0,241.326,61.066,55.74,31.184
2,S-S4#1,S/S4,30.0,194.697,119.728,53.944,27.702
2,S-S4#1,S/S4,30.0,66.01,308.054,30.791,13.385
2,S-S4#1,S/S4,30.0,35.012,462.219,10.443,14.419
2,S-S4#1,S/S4,30.0,31.378,272.205,2.046,63.731
2,S-S4#1,S/S4,30.0,15.977,32.818,1.039,48.582
2,S-S4#1,S/S4,30.0,31.2,134.188,0.803,22.643
2,S-S4#1,S/S4,30.0,98.018,317.628,1.772,30.134
2,S-S4#1,S/S4,30.0,173.181,254.324,41.869,32.795
2,S-S4#1,S/S4,30.0,285.047,712.174,61.608,41.169
2,S-S4#1,S/S4,30.0,294.238,591.391,77.826,37.203
2,S-S4#1,S/S4,30.0,292.532,350.843,74.408,34.934
2,S-S4#1,S/S4,30.0,231.567,47.616,46.372,28.25
2,S-S4#1,S/S4,30.0,154.027,305.05,25.861,23.073
2,S-S4#1,S/S4,30.0,51.357,395.68,9.018,10.921
2,S-S4#1,S/S4,30.0,14.683,89.076,5.161,4.866
2,S-S4#1,S/S4,30.0,2.404,56.544,1.68,0.924
2,S-S4#1,S/S4,30.0,45.493,121.564,13.791,13.375
2,S-S4#1,S/S4,30.0,143.31,415.592,31.337,29.288
2,S-S4#1,S/S4,30.0,157.574,397.66,41.896,24.396
2,S-S4#1,S/S4,30.0,165.117,286.096,57.953,21.819
2,S-S4#1,S/S4,30.0,125.155,136.605,47.235,15.843
2,S-S4#1,S/S4,30.0,200.083,390.33,35.216,24.934
2,S-S4#1,S/S4,30.0,183.242,625.579,18.753,25.929
2,S-S4#1,S/S4,30.0,83.926,557.923,10.72,14.802
2,S-S4#1,S/S4,30.0,62.047,333.536,13.352,11.844
2,S-S4#1,S/S4,30.0,165.261,568.968,21.173,27.714
2,S-S4#1,S/S4,30.0,250.05,221.526,25.704,33.315
2,S-S4#1,S/S4,30.0,243.121,232.585,10.685,29.592
2,S-S4#1,S/S4,30.0,184.495,178.846,2.794,21.818
2,S-S4#1,S/S4,30.0,162.275,102.765,3.642,20.462
2,S-S4#1,S/S4,30.0,188.903,145.882,4.732,25.638
2,S-S4#1,S/S4,30.0,211.002,258.262,13.41,30.082
2,S-S4#1,S/S4,30.0,213.255,387.363,26.449,29.721
2,S-S4#1,S/S4,30.0,208.044,166.1,19.73,28.881
2,S-S4#1,S/S4,30.0,194.026,231.62,6.584,27.2
2,S-S4#1,S/S4,30.0,203.649,259.37,3.878,29.331
2,S-S4#1,S/S4,30.0,153.257,252.061,12.738,22.476
2,S-S4#1,S/S4,30.0,182.099,830.522,32.453,27.621
2,S-S4#1,S/S4,30.0,172.947,549.063,30.038,26.762
2,S-S4#1,S/S4,30.0,211.097,316.196,12.861,31.784
2,S-S4#1,S/S4,30.0,270.631,549.272,8.839,38.892
2,S-S4#1,S/S4,30.0,250.978,156.268,12.944,34.491
2,S-S4#1,S/S4,30.0,213.766,260.315,2.332,29.39
2,S-S4#1,S/S4,30.0,207.319,495.883,7.028,28.48
2,S-S4#1,S/S4,30.0,157.276,285.698,5.092,21.795
2,S-S4#1,S/S4,30.0,148.975,27.547,5.765,21.005
2,S-S4#1,S/S4,30.0,166.61,56.526,11.569,24.012
2,S-S4#1,S/S4,30.0,166.44,50.89,11.453,23.913
2,S-S4#1,S/S4,30.0,200.289,120.18,1.83,27.356
2,S-S4#1,S/S4,30.0,249.921,110.166,4.939,33.636
2,S-S4#1,S/S4,30.0,223.503,126.378,10.68,32.936
2,S-S4#1,S/S4,30.0,69.488,307.421,4.072,15.228
2,S-S4#1,S/S4,30.0,30.588,390.698,5.276,11.275
2,S-S4#1,S/S4,30.0,10.773,81.043,5.779,5.386
2,S-S4#1,S/S4,30.0,38.768,277.747,34.583,12.612
2,S-S4#1,S/S4,30.0,79.761,170.172,1.08,19.748
2,S-S4#1,S/S4,30.0,127.155,186.814,8.0,27.818
2,S-S4#1,S/S4,30.0,104.647,233.144,14.093,22.442
2,S-S4#1,S/S4,30.0,88.123,194.085,17.941,18.387
2,S-S4#1,S/S4,30.0,50.405,50.622,4.129,10.558
2,S-S4#1,S/S4,30.0,21.724,161.822,5.357,4.839
2,S-S4#1,S/S4,30.0,2.987,117.332,5.851,0.712
2,S-S4#1,S/S4,30.0,11.844,24.757,2.575,3.079
2,S-S4#1,S/S4,30.0,3.318,7.773,1.727,0.876
2,S-S4#1,S/S4,30.0,13.047,30.236,5.251,3.278
2,S-S4#1,S/S4,30.0,79.829,101.436,7.669,18.058
2,S-S4#1,S/S4,30.0,99.597,48.449,22.543,20.722
2,S-S4#1,S/S4,30.0,79.925,13.222,16.958,16.306
2,S-S4#1,S/S4,30.0,120.768,12.509,21.379,24.174
2,S-S4#1,S/S4,30.0,120.945,77.958,17.745,23.087
2,S-S4#1,S/S4,30.0,119.398,189.375,13.317,21.9
2,S-S4#1,S/S4,30.0,64.972,191.976,6.202,13.464
2,S-S4#1,S/S4,30.0,54.342,237.958,8.611,12.862
2,S-S4#1,S/S4,30.0,72.312,50.407,15.124,17.559
2,S-S4#1,S/S4,30.0,137.468,358.472,15.816,28.303
2,S-S4#1,S/S4,30.0,127.981,216.025,12.52,24.574
2,S-S4#1,S/S4,30.0,76.151,214.961,8.368,14.989
2,S-S4#1,S/S4,30.0,40.707,149.605,10.189,8.303
2,S-S4#1,S/S4,30.0,44.144,89.232,12.88,9.191
2,S-S4#1,S/S4,30.0,21.566,174.259,4.187,5.66
2,S-S4#1,S/S4,30.0,23.176,269.376,2.839,10.729
2,S-S4#1,S/S4,30.0,34.498,267.455,2.401,54.889
2,S-S4#1,S/S4,30.0,8.375,22.083,0.422,24.687
2,S-S4#1,S/S4,30.0,21.337,115.451,8.414,18.436
2,S-S4#1,S/S4,30.0,10.284,141.997,10.473,7.114
2,S-S4#1,S/S4,30.0,6.676,104.463,1.221,5.995
2,S-S4#1,S/S4,30.0,15.157,160.485,0.692,44.077
2,S-S4#1,S/S4,30.0,16.885,80.186,0.512,18.462
2,S-S4#1,S/S4,30.0,34.455,148.105,2.983,20.846
2,S-S4#1,S/S4,30.0,31.706,261.56,3.924,13.738
2,S-S4#1,S/S4,30.0,61.163,349.947,5.617,34.299
2,S-S4#1,S/S4,30.0,27.871,138.7,0.816,26.395
2,S-S4#1,S/S4,30.0,28.927,217.024,5.124,30.556
2,S-S4#1,S/S4,30.0,18.951,166.35,11.299,10.572
2,S-S4#1,S/S4,30.0,49.991,265.505,17.082,14.883
2,S-S4#1,S/S4,30.0,70.228,655.962,1.921,15.834
2,S-S4#1,S/S4,30.0,120.041,279.903,5.067,24.219
2,S-S4#1,S/S4,30.0,80.468,135.185,2.509,16.071
2,S-S4#1,S/S4,30.0,68.417,99.14,2.421,13.556
2,S-S4#1,S/S4,30.0,56.077,161.089,9.173,11.076
2,S-S4#1,S/S4,30.0,35.8,157.436,9.175,7.813
2,S-S4#1,S/S4,30.0,31.172,265.254,10.522,10.472
2,S-S4#1,S/S4,30.0,26.977,223.594,3.851,13.233
2,S-S4#1,S/S4,30.0,17.642,186.071,6.331,8.163
2,S-S4#1,S/S4,30.0,50.391,404.353,6.609,15.207
2,S-S4#1,S/S4,30.0,29.436,169.47,11.236,9.469
2,S-S4#1,S/S4,30.0,7.247,116.48,5.828,2.697
2,S-S4#1,S/S4,30.0,12.417,175.127,7.946,5.92
2,S-S4#1,S/S4,30.0,19.269,327.231,7.677,7.477
2,S-S4#1,S/S4,30.0,38.183,167.754,13.369,12.79
2,S-S4#1,S/S4,30.0,17.305,447.944,13.252,4.819
2,S-S4#1,S/S4,30.0,39.762,33.912,17.201,10.162
2,S-S4#1,S/S4,30.0,38.668,66.942,21.241,9.625
2,S-S4#1,S/S4,30.0,52.085,181.252,18.658,12.967
2,S-S4#1,S/S4,30.0,40.705,81.244,18.124,10.152
2,S-S4#1,S/S4,30.0,11.45,29.193,16.462,3.169
2,S-S4#1,S/S4,30.0,41.016,128.203,13.674,11.763
2,S-S4#1,S/S4,30.0,48.211,276.057,11.411,12.917
2,S-S4#1,S/S4,30.0,109.249,288.889,11.554,24.173
2,S-S4#1,S/S4,30.0,135.457,386.929,9.132,26.933
2,S-S4#1,S/S4,30.0,115.015,24.13,6.106,22.798
2,S-S4#1,S/S4,30.0,127.62,82.913,5.73,25.021
2,S-S4#1,S/S4,30.0,120.23,148.928,13.558,22.873
2,S-S4#1,S/S4,30.0,112.904,175.836,52.378,21.65
2,S-S4#1,S/S4,30.0,40.627,78.078,13.088,8.399
2,S-S4#1,S/S4,30.0,14.042,136.942,10.89,3.472
2,S-S4#1,S/S4,30.0,26.268,298.302,3.332,8.415
2,S-S4#1,S/S4,30.0,30.878,449.843,2.288,14.196
2,S-S4#1,S/S4,30.0,16.526,174.841,5.37,10.778
2,S-S4#1,S/S4,30.0,16.989,48.52,0.872,12.167
2,S-S4#1,S/S4,30.0,21.25,108.624,1.907,16.936
2,S-S4#1,S/S4,30.0,14.987,139.824,3.061,11.453
2,S-S4#1,S/S4,30.0,9.421,205.815,3.416,8.356
2,S-S4#1,S/S4,30.0,20.601,39.409,0.862,16.293
2,S-S4#1,S/S4,30.0,16.337,137.997,10.34,18.506
2,S-S4#1,S/S4,30.0,29.036,88.648,11.816,37.672
2,S-S4#1,S/S4,30.0,18.869,83.713,9.526,19.794
2,S-S4#1,S/S4,30.0,213.581,106.852,214.932,162.352
2,S-S4#1,S/S4,30.0,13.894,179.566,5.411,10.086
2,S-S4#1,S/S4,30.0,19.355,228.489,3.924,15.2
2,S-S4#1,S/S4,30.0,27.985,182.308,12.451,16.72
2,S-S4#1,S/S4,30.0,6.511,123.835,4.839,3.161
2,S-S4#1,S/S4,30.0,3.791,112.937,3.352,1.502
2,S-S4#1,S/S4,30.0,31.631,435.792,8.641,9.382
2,S-S4#1,S/S4,30.0,91.801,568.523,2.442,20.088
2,S-S4#1,S/S4,30.0,93.134,165.031,4.314,17.104
2,S-S4#1,S/S4,30.0,127.554,26.776,4.507,22.88
2,S-S4#1,S/S4,30.0,128.66,63.933,14.026,22.472
2,S-S4#1,S/S4,30.0,171.717,138.281,18.567,29.102
2,S-S4#1,S/S4,30.0,153.431,40.103,13.978,26.612
2,S-S4#1,S/S4,30.0,106.231,196.57,8.313,21.498
2,S-S4#1,S/S4,30.0,33.354,231.91,12.508,9.322
2,S-S4#1,S/S4,30.0,63.887,348.819,5.283,21.063
2,S-S4#1,S/S4,30.0,15.148,383.933,13.327,5.279
2,S-S4#1,S/S4,30.0,28.955,122.254,9.338,9.634
2,S-S4#1,S/S4,30.0,58.554,187.368,9.109,20.855
2,S-S4#1,S/S4,30.0,69.494,78.18,7.841,26.962
2,S-S4#1,S/S4,30.0,90.087,27.56,7.537,33.34
2,S-S4#1,S/S4,30.0,67.929,65.166,4.859,25.764
2,S-S4#1,S/S4,30.0,33.044,24.126,8.182,12.736
2,S-S4#1,S/S4,30.0,9.126,22.356,9.28,3.382
2,S-S4#1,S/S4,30.0,19.726,74.591,6.731,6.79
2,S-S4#1,S/S4,30.0,36.333,233.137,11.732,11.478
2,S-S4#1,S/S4,30.0,36.915,293.309,14.346,10.613
2,S-S4#1,S/S4,30.0,70.897,415.372,6.256,18.698
2,S-S4#1,S/S4,30.0,44.211,84.365,3.293,10.51
2,S-S4#1,S/S4,30.0,11.487,102.854,2.066,2.807
2,S-S4#1,S/S4,30.0,38.628,111.7,57.018,10.385
2,S-S4#1,S/S4,30.0,19.444,160.261,1.006,5.465
2,S-S4#1,S/S4,30.0,68.969,335.309,28.528,19.509
2,S-S4#1,S/S4,30.0,26.206,288.497,10.818,7.183
2,S-S4#1,S/S4,30.0,44.173,215.459,6.269,12.421
2,S-S4#1,S/S4,30.0,129.003,528.201,14.917,28.813
2,S-S4#1,S/S4,30.0,196.038,740.675,62.393,35.437
2,S-S4#1,S/S4,30.0,156.028,53.064,7.374,24.132
2,S-S4#1,S/S4,30.0,105.479,33.27,11.351,16.643
2,S-S4#1,S/S4,30.0,44.243,42.583,8.434,7.177
2,S-S4#1,S/S4,30.0,41.21,38.54,19.083,6.913
2,S-S4#1,S/S4,30.0,67.749,44.737,21.217,12.361
2,S-S4#1,S/S4,30.0,36.157,124.666,13.624,7.061
2,S-S4#1,S/S4,30.0,14.933,59.501,11.55,3.237
2,S-S4#1,S/S4,30.0,20.851,51.418,19.695,4.992
2,S-S4#1,S/S4,30.0,22.832,200.576,9.317,8.058
2,S-S4#1,S/S4,30.0,30.081,259.595,1.459,20.916
2,S-S4#1,S/S4,30.0,1.926,152.581,4.141,5.476
2,S-S4#1,S/S4,30.0,51.883,35.94,58.289,150.553
2,S-S4#1,S/S4,30.0,205.15,133.288,228.725,154.985
2,S-S4#1,S/S4,30.0,420.248,267.188,465.566,158.183
2,S-S4#1,S/S4,30.0,64.525,158.211,2.229,17.004
2,S-S4#1,S/S4,30.0,81.001,83.334,4.509,17.851
2,S-S4#1,S/S4,30.0,72.438,57.9,14.218,14.748
2,S-S4#1,S/S4,30.0,59.271,16.592,6.024,11.674
2,S-S4#1,S/S4,30.0,62.244,194.614,6.436,12.853
2,S-S4#1,S/S4,30.0,49.526,353.609,1.671,12.222
2,S-S4#1,S/S4,30.0,31.764,396.066,2.923,8.933
2,S-S4#1,S/S4,30.0,44.123,32.746,3.25,12.135
2,S-S4#1,S/S4,30.0,67.796,212.741,20.609,15.251
2,S-S4#1,S/S4,30.0,44.833,47.208,23.034,9.422
2,S-S4#1,S/S4,30.0,9.911,150.269,3.793,2.435
2,S-S4#1,S/S4,30.0,30.911,382.641,5.361,8.728
2,S-S4#1,S/S4,30.0,43.427,380.272,7.806,15.317
2,S-S4#1,S/S4,30.0,15.048,261.212,8.506,4.561
2,S-S4#1,S/S4,30.0,30.854,226.342,11.816,9.131
2,S-S4#1,S/S4,30.0,10.695,95.138,7.782,3.436
2,S-S4#1,S/S4,30.0,29.903,260.457,2.548,12.008
2,S-S4#1,S/S4,30.0,9.774,333.623,6.697,4.752
2,S-S4#1,S/S4,30.0,18.065,158.605,2.869,8.488
2,S-S4#1,S/S4,30.0,37.322,345.056,2.812,19.077
2,S-S4#1,S/S4,30.0,15.736,328.634,7.685,6.98
2,S-S4#1,S/S4,30.0,41.013,197.964,9.705,13.844
2,S-S4#1,S/S4,30.0,10.644,75.152,5.057,3.254
2,S-S4#1,S/S4,30.0,22.256,69.301,9.101,6.574
2,S-S4#1,S/S4,30.0,36.941,26.689,5.868,12.8
2,S-S4#1,S/S4,30.0,34.772,116.873,4.554,13.027
2,S-S4#1,S/S4,30.0,26.318,96.293,7.223,9.815
2,S-S4#1,S/S4,30.0,52.043,282.495,23.5,16.356
2,S-S4#1,S/S4,30.0,18.39,166.964,7.911,4.894
2,S-S4#1,S/S4,30.0,55.231,242.802,15.704,16.031
2,S-S4#1,S/S4,30.0,64.061,274.48,21.639,18.693
2,S-S4#1,S/S4,30.0,58.874,241.982,24.363,17.484
2,S-S4#1,S/S4,30.0,43.937,205.84,15.685,14.367
2,S-S4#1,S/S4,30.0,60.881,349.924,17.625,20.004
2,S-S4#1,S/S4,30.0,59.17,453.234,26.027,18.854
2,S-S4#1,S/S4,30.0,52.137,234.92,25.369,13.729
2,S-S4#1,S/S4,30.0,50.709,49.763,22.721,12.982
2,S-S4#1,S/S4,30.0,16.29,49.042,27.813,4.598
2,S-S4#1,S/S4,30.0,18.874,133.152,14.348,6.646
2,S-S4#1,S/S4,30.0,28.43,153.439,13.959,11.61
2,S-S4#1,S/S4,30.0,26.19,110.721,13.652,9.89
2,S-S4#1,S/S4,30.0,41.689,521.71,16.321,13.064
2,S-S4#1,S/S4,30.0,19.917,117.061,9.238,6.216
2,S-S4#1,S/S4,30.0,29.013,118.724,4.756,13.41
2,S-S4#1,S/S4,30.0,42.389,239.738,1.256,38.457
2,S-S4#1,S/S4,30.0,15.307,136.992,2.011,14.571
2,S-S4#1,S/S4,30.0,16.453,186.259,1.807,8.471
2,S-S4#1,S/S4,30.0,17.265,199.607,3.423,6.07
2,S-S4#1,S/S4,30.0,25.669,439.272,9.111,7.903
2,S-S4#1,S/S4,30.0,28.694,407.178,14.934,9.126
2,S-S4#1,S/S4,30.0,13.979,216.688,3.61,4.517
2,S-S4#1,S/S4,30.0,33.483,382.039,1.459,12.148
2,S-S4#1,S/S4,30.0,26.445,145.633,4.511,10.787
2,S-S4#1,S/S4,30.0,33.299,296.578,5.724,15.202
2,S-S4#1,S/S4,30.0,86.393,320.913,7.825,43.993
2,S-S4#1,S/S4,30.0,94.88,100.438,2.535,56.411
2,S-S4#1,S/S4,30.0,56.05,146.03,1.551,47.365
2,S-S4#1,S/S4,30.0,12.336,116.863,4.247,10.344
2,S-S4#1,S/S4,30.0,41.829,164.909,28.993,24.164
2,S-S4#1,S/S4,30.0,19.099,223.123,8.318,9.036
2,S-S4#1,S/S4,30.0,29.837,184.991,5.158,13.47
2,S-S4#1,S/S4,30.0,39.333,227.351,7.797,19.692
2,S-S4#1,S/S4,30.0,31.186,196.232,4.47,15.365
2,S-S4#1,S/S4,30.0,37.113,175.331,3.622,23.053
2,S-S4#1,S/S4,30.0,47.497,191.492,16.235,43.455
2,S-S4#1,S/S4,30.0,42.563,82.402,16.373,59.24
2,S-S4#1,S/S4,30.0,12.73,71.005,10.013,14.722
2,S-S4#1,S/S4,30.0,176.727,73.752,155.919,142.383
2,S-S4#1,S/S4,30.0,32.35,117.974,13.593,18.603
2,S-S4#1,S/S4,30.0,23.758,178.63,11.852,12.01
2,S-S4#1,S/S4,30.0,18.705,258.403,3.166,8.892
2,S-S4#1,S/S4,30.0,12.752,391.126,8.811,5.421
2,S-S4#1,S/S4,30.0,102.729,264.242,13.102,40.175
2,S-S4#1,S/S4,30.0,165.964,315.971,0.516,58.902
2,S-S4#1,S/S4,60.0,15.159,1.108,1.177,827.556
2,S-S4#1,S/S4,60.0,11.657,1.066,1.127,581.343
2,S-S4#1,S/S4,60.0,8.077,0.906,0.995,372.823
2,S-S4#1,S/S4,60.0,5.795,0.603,0.583,266.204
2,S-S4#1,S/S4,60.0,2.091,0.331,0.334,93.826
2,S-S4#1,S/S4,60.0,10.291,0.816,0.762,409.986
2,S-S4#1,S/S4,60.0,17.332,1.52,1.468,646.874
2,S-S4#1,S/S4,60.0,18.167,2.249,2.094,668.596
2,S-S4#1,S/S4,60.0,17.49,2.416,2.418,678.24
2,S-S4#1,S/S4,60.0,16.717,2.203,2.311,653.564
2,S-S4#1,S/S4,60.0,12.242,2.106,1.975,522.527
2,S-S4#1,S/S4,60.0,5.961,1.386,1.467,293.088
2,S-S4#1,S/S4,60.0,1.137,0.779,0.858,67.609
2,S-S4#1,S/S4,60.0,0.487,0.109,0.299,32.931
2,S-S4#1,S/S4,60.0,0.926,0.62,0.64,58.899
2,S-S4#1,S/S4,60.0,1.906,1.551,1.396,96.496
2,S-S4#1,S/S4,60.0,3.438,1.907,2.133,135.5
2,S-S4#1,S/S4,60.0,4.531,2.891,2.999,143.168
2,S-S4#1,S/S4,60.0,8.347,3.811,3.493,244.948
2,S-S4#1,S/S4,60.0,12.033,3.575,3.685,364.466
2,S-S4#1,S/S4,60.0,12.479,3.566,3.31,405.795
2,S-S4#1,S/S4,60.0,12.353,2.888,2.552,480.211
2,S-S4#1,S/S4,60.0,10.992,1.797,1.799,548.856
2,S-S4#1,S/S4,60.0,9.404,1.054,1.264,663.424
2,S-S4#1,S/S4,60.0,6.773,1.02,1.233,518.647
2,S-S4#1,S/S4,60.0,5.225,0.884,1.15,412.192
2,S-S4#1,S/S4,60.0,4.535,1.093,1.212,327.064
2,S-S4#1,S/S4,60.0,4.21,1.581,1.612,252.632
2,S-S4#1,S/S4,60.0,3.316,2.025,1.776,207.648
2,S-S4#1,S/S4,60.0,3.083,2.767,1.817,181.898
2,S-S4#1,S/S4,60.0,1.847,1.223,1.451,109.454
2,S-S4#1,S/S4,60.0,4.063,1.322,1.508,207.299
2,S-S4#1,S/S4,60.0,8.901,1.302,1.518,467.14
2,S-S4#1,S/S4,60.0,12.334,1.288,1.54,706.973
2,S-S4#1,S/S4,60.0,27.092,1.393,1.601,1408.103
2,S-S4#1,S/S4,60.0,35.606,1.312,1.496,1892.044
2,S-S4#1,S/S4,60.0,51.01,1.275,1.492,2761.703
2,S-S4#1,S/S4,60.0,60.587,1.189,1.309,3733.612
2,S-S4#1,S/S4,60.0,70.971,0.841,0.881,3691.733
2,S-S4#1,S/S4,60.0,67.455,1.183,1.736,2553.767
2,S-S4#1,S/S4,60.0,51.441,3.942,7.383,888.306
2,S-S4#1,S/S4,60.0,43.256,18.115,7.03,181.112
2,S-S4#1,S/S4,60.0,62.388,46.347,5.865,117.304
2,S-S4#1,S/S4,60.0,26.617,113.798,5.678,19.006
2,S-S4#1,S/S4,60.0,36.729,202.772,6.907,15.429
2,S-S4#1,S/S4,60.0,458.857,251.38,474.401,169.423
2,S-S4#1,S/S4,60.0,525.52,262.928,518.288,181.009
2,S-S4#1,S/S4,60.0,83.479,366.671,2.495,24.828
2,S-S4#1,S/S4,60.0,85.243,83.824,3.975,21.029
2,S-S4#1,S/S4,60.0,89.699,618.869,6.148,25.923
2,S-S4#1,S/S4,60.0,70.961,359.971,7.334,25.31
2,S-S4#1,S/S4,60.0,69.332,516.145,4.254,21.036
2,S-S4#1,S/S4,60.0,66.199,199.391,15.723,17.55
2,S-S4#1,S/S4,60.0,99.288,565.176,8.318,26.611
2,S-S4#1,S/S4,60.0,146.931,579.063,6.38,41.215
2,S-S4#1,S/S4,60.0,151.082,356.413,5.022,41.5
2,S-S4#1,S/S4,60.0,126.846,74.019,7.638,34.373
2,S-S4#1,S/S4,60.0,75.281,145.584,8.771,23.308
2,S-S4#1,S/S4,60.0,51.395,207.71,5.126,16.007
2,S-S4#1,S/S4,60.0,39.423,541.662,13.893,10.682
2,S-S4#1,S/S4,60.0,90.151,419.607,10.265,24.684
2,S-S4#1,S/S4,60.0,25.656,38.736,9.32,6.068
2,S-S4#1,S/S4,60.0,46.581,153.307,8.782,10.2
2,S-S4#1,S/S4,60.0,64.073,495.607,9.883,12.631
2,S-S4#1,S/S4,60.0,67.996,361.197,5.502,15.081
2,S-S4#1,S/S4,60.0,46.088,498.8,4.605,11.579
2,S-S4#1,S/S4,60.0,52.551,682.382,4.806,12.815
2,S-S4#1,S/S4,60.0,68.498,646.257,3.563,19.504
2,S-S4#1,S/S4,60.0,74.298,312.785,4.584,23.073
2,S-S4#1,S/S4,60.0,64.14,176.085,3.904,21.05
2,S-S4#1,S/S4,60.0,73.57,273.032,4.307,20.253
2,S-S4#1,S/S4,60.0,94.483,675.237,7.457,24.216
2,S-S4#1,S/S4,60.0,125.707,524.97,8.557,37.304
2,S-S4#1,S/S4,60.0,80.652,124.96,9.569,23.241
2,S-S4#1,S/S4,60.0,67.295,89.043,7.746,18.303
2,S-S4#1,S/S4,60.0,53.771,655.279,11.524,13.608
2,S-S4#1,S/S4,60.0,51.271,157.549,14.896,12.351
2,S-S4#1,S/S4,60.0,71.105,133.852,9.378,18.071
2,S-S4#1,S/S4,60.0,85.536,242.493,1.436,22.374
2,S-S4#1,S/S4,60.0,63.863,626.039,1.554,16.355
2,S-S4#1,S/S4,60.0,31.416,101.533,3.483,8.299
2,S-S4#1,S/S4,60.0,31.926,154.442,1.455,8.858
2,S-S4#1,S/S4,60.0,26.077,308.995,5.894,6.719
2,S-S4#1,S/S4,60.0,83.975,305.939,9.854,19.424
2,S-S4#1,S/S4,60.0,117.954,590.643,2.964,22.711
2,S-S4#1,S/S4,60.0,106.785,588.176,2.051,19.076
2,S-S4#1,S/S4,60.0,94.867,298.035,40.523,16.185
2,S-S4#1,S/S4,60.0,121.341,203.996,14.611,20.579
2,S-S4#1,S/S4,60.0,151.456,139.319,18.125,27.739
2,S-S4#1,S/S4,60.0,91.198,183.383,17.794,17.433
2,S-S4#1,S/S4,60.0,53.242,525.874,3.076,12.047
2,S-S4#1,S/S4,60.0,14.446,251.877,6.707,3.392
2,S-S4#1,S/S4,60.0,19.618,135.024,7.312,4.258
